pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
781.0,2134,7.2,-5.9,250.0,50.0,46.98463103929542,17.101007166283427,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
763.0,2325,5.8,-6.2,247.0,54.0,49.707262086431776,21.099480938420786,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
752.5,2438,5.5,-6.5,245.0,57.0,51.65954386108906,24.08924091921985,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
735.0,2631,5.0,-7.0,248.0,65.0,60.26695054684117,24.3494285720343,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
724.9,2743,4.4,-10.9,250.0,70.0,65.77848345501359,23.9414100327968,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
717.0,2832,4.0,-14.0,250.0,71.0,66.7181760757995,24.283430176122465,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
712.0,2889,3.8,-9.2,250.0,72.0,67.65786869658541,24.625450319448134,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
708.0,2935,3.4,-7.6,250.0,73.0,68.59756131737132,24.967470462773804,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
700.0,3027,2.6,-7.4,250.0,74.0,69.53725393815722,25.309490606099473,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
694.0,3097,2.0,-7.0,250.0,75.0,70.47694655894313,25.651510749425142,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
682.0,3237,0.6,-2.8,250.0,77.0,72.35633180051495,26.335551036076478,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
676.0,3308,-0.1,-2.9,250.0,78.0,73.29602442130086,26.677571179402147,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
661.0,3487,-1.1,-4.1,250.0,80.0,75.17540966287268,27.361611466053482,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
649.0,3633,-1.3,-11.3,250.0,82.0,77.05479490444449,28.04565175270482,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
647.0,3658,-1.5,-11.2,250.0,82.0,77.05479490444449,28.04565175270482,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
635.0,3806,-2.9,-10.9,250.0,83.0,77.9944875252304,28.38767189603049,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
622.6,3962,-4.0,-13.2,250.0,84.0,78.9341801460163,28.72969203935616,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
615.0,4059,-4.7,-14.7,248.0,84.0,77.88344378361013,31.466953846936633,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
605.0,4188,-4.7,-19.7,246.0,83.0,75.82427298433588,33.75914137529141,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
598.9,4267,-5.0,-19.2,245.0,83.0,75.22354632404196,35.077315724478034,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
590.0,4385,-5.5,-18.5,244.0,83.0,74.59990584283085,36.384805183493455,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
581.0,4505,-5.1,-33.1,243.0,83.0,73.95354150763453,37.681211478382394,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
560.0,4794,-5.9,-35.9,241.0,82.0,71.71881598543045,39.75438886019962,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
554.0,4877,-6.4,-37.7,240.0,82.0,71.01408311032395,41.000000000000036,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
529.0,5237,-8.5,-45.5,238.0,82.0,69.53994388482693,43.45337966712281,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
500.0,5670,-12.3,-44.3,235.0,83.0,67.9896196759863,47.60684421713685,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
492.1,5791,-13.3,-42.7,235.0,82.0,67.1704676316973,47.033267780785806,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
491.0,5809,-13.5,-42.5,235.0,82.0,67.1704676316973,47.033267780785806,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
477.0,6028,-14.1,-48.1,239.0,85.0,72.85922055967953,43.77823636735462,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
472.7,6096,-14.6,-48.3,240.0,86.0,74.47818472546172,43.000000000000036,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
400.0,7340,-23.9,-51.9,235.0,98.0,80.27690034032118,56.21049076240254,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
396.0,7413,-24.5,-56.5,235.0,99.0,81.09605238461016,56.78406719875359,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
384.9,7620,-25.4,-63.2,235.0,103.0,84.37266056176614,59.07837294415778,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
379.0,7733,-25.9,-66.9,235.0,104.0,85.19181260605512,59.651949380508825,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
358.0,8143,-29.5,-63.5,235.0,107.0,87.6492687389221,61.372678689561965,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
310.3,9144,-38.1,-49.8,235.0,115.0,94.20248509323403,65.96129018037034,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
301.0,9357,-39.9,-46.9,240.0,117.0,101.3249722427793,58.50000000000005,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
300.0,9380,-40.1,-47.1,240.0,117.0,101.3249722427793,58.50000000000005,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
289.0,9633,-42.3,-49.3,241.0,120.0,104.95436485672751,58.17715442956042,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
270.0,10090,-44.7,-55.7,243.0,126.0,112.26682204773434,57.20280296718291,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
260.0,10341,-46.7,-57.7,244.0,129.0,115.94443197259253,56.54987793579103,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
254.0,10496,-47.9,-52.7,245.0,131.0,118.72632010180116,55.36299228803159,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
252.0,10548,-48.1,-51.9,245.0,131.0,118.72632010180116,55.36299228803159,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
250.0,10600,-48.5,-52.9,245.0,132.0,119.63262788883782,55.78561054977229,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
242.0,10814,-49.7,-53.3,246.0,135.0,123.32863678175113,54.90944681523301,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
237.0,10950,-50.1,-55.1,247.0,138.0,127.02966977643676,53.920895731519785,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
226.0,11260,-52.7,-58.7,248.0,143.0,132.5872912030506,53.56874285847546,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
214.9,11582,-54.9,-59.8,250.0,148.0,139.07450787631444,50.618981212198946,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
213.0,11640,-55.3,-60.0,250.0,148.0,139.07450787631444,50.618981212198946,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
210.0,11731,-56.0,-61.1,250.0,148.0,139.07450787631444,50.618981212198946,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
204.0,11915,-57.3,-63.3,250.0,147.0,138.13481525552854,50.27696106887328,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
200.0,12040,-58.5,-65.5,250.0,146.0,137.19512263474263,49.93494092554761,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
188.0,12425,-62.3,-70.3,250.0,142.0,133.436352151599,48.56686035224493,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
179.0,12726,-64.1,-71.1,250.0,139.0,130.61727428924127,47.54079992226793,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
168.2,13106,-65.9,-73.9,250.0,135.0,126.85850380609764,46.17271934896525,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
168.0,13111,-65.9,-73.9,250.0,136.0,127.79819642688355,46.51473949229092,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
163.0,13294,-66.1,-75.1,250.0,130.0,122.16004070216809,44.46261863233691,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
159.0,13445,-64.7,-75.7,250.0,125.0,117.46157759823855,42.752517915708566,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
153.0,13679,-64.9,-76.9,250.0,117.0,109.94403663195129,40.01635676910322,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
150.0,13800,-63.9,-76.9,250.0,113.0,106.18526614880766,38.64827619580055,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
148.0,13882,-63.7,-77.7,250.0,107.0,100.5471104240922,36.59615533584653,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
144.7,14021,-61.5,-77.4,250.0,96.0,90.21049159544721,32.833933759264184,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
143.0,14095,-60.3,-77.3,249.0,96.0,89.62372094373136,34.40332315634887,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
124.8,14935,-65.6,-84.4,240.0,98.0,84.87048957087497,49.00000000000004,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
123.0,15022,-66.1,-85.1,243.0,96.0,85.53662632208331,43.5830879749965,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
118.7,15240,-66.5,-85.5,250.0,90.0,84.57233587073176,30.781812899310168,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
117.0,15325,-66.7,-85.7,253.0,87.0,83.19851376878407,25.436338310878128,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
115.0,15429,-65.9,-84.9,256.0,83.0,80.53454528090771,20.079517334772426,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
112.8,15545,-66.3,-85.3,260.0,78.0,76.81500473495223,13.544557858020566,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
112.0,15590,-66.5,-85.5,259.0,77.0,75.58529312547013,14.692292643993936,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
109.0,15755,-65.1,-85.1,257.0,75.0,73.07775485889263,16.871329075789895,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
106.0,15925,-65.3,-85.3,254.0,72.0,69.21084210755897,19.845889618823918,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
105.0,15982,-64.7,-85.7,253.0,71.0,67.89763767337551,20.758391035314336,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
102.1,16154,-65.0,-86.0,250.0,68.0,63.899098213441775,23.25736974614546,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
100.0,16280,-65.3,-86.3,245.0,77.0,69.78569960182206,32.541606154033836,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
99.2,16329,-63.8,-85.9,245.0,78.0,70.69200738885871,32.96422441577454,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
97.2,16455,-59.9,-84.9,245.0,78.0,70.69200738885871,32.96422441577454,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
97.1,16459,-59.9,-84.9,245.0,78.0,70.69200738885871,32.96422441577454,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
91.0,16867,-59.3,-89.3,253.0,65.0,62.15980913759729,19.00416080697791,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
83.9,17374,-60.5,-91.5,263.0,49.0,48.63476143042478,5.971597826852212,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
76.0,17983,-65.1,-94.7,275.0,30.0,29.885840942752367,-2.6146722824297366,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
73.1,18218,-66.9,-95.9,271.0,30.0,29.995430854691737,-0.5235721931184939,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
72.3,18288,-66.7,-95.7,270.0,30.0,30.0,5.510910596163089e-15,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
70.6,18428,-66.3,-95.3,277.0,31.0,30.768930700880983,-3.7779496455595782,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
70.0,18480,-66.7,-95.7,280.0,32.0,31.51384809639066,-5.556741685341759,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
66.8,18761,-68.7,-97.7,283.0,37.0,36.051692397053706,-8.323189010723002,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
65.3,18898,-68.0,-97.0,285.0,40.0,38.63703305156274,-10.352761804100812,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
64.1,19009,-67.5,-96.5,272.0,36.0,35.97806977268745,-1.256381881290046,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
63.5,19066,-60.7,-91.7,265.0,34.0,33.87061973511935,2.9632952534203802,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
62.8,19135,-59.7,-90.7,258.0,32.0,31.30072322348178,6.653174106168313,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
62.1,19202,-60.2,-91.0,250.0,30.0,28.190778623577252,10.260604299770057,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
59.1,19507,-62.2,-92.3,255.0,27.0,26.079997309804845,6.988114217768057,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
58.8,19544,-62.5,-92.5,260.0,25.0,24.6201938253052,4.341204441673258,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
56.7,19769,-59.7,-90.7,289.0,14.0,13.237260058390437,-4.557954162400188,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
56.3,19812,-59.9,-90.8,295.0,12.0,10.875693444439797,-5.071419140888395,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
53.6,20117,-61.2,-91.5,290.0,15.0,14.095389311788624,-5.1303021498850345,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
52.7,20224,-61.7,-91.7,306.0,12.0,9.708203932499371,-7.053423027509675,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
50.8,20452,-60.9,-91.9,340.0,6.0,2.0521208599540115,-5.638155724715451,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
50.0,20550,-61.3,-92.3,355.0,3.0,0.26146722824297497,-2.988584094275237,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
48.6,20726,-62.5,-93.1,25.0,3.0,-1.2678547852220983,-2.7189233611099497,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
46.2,21037,-64.5,-94.5,99.0,7.0,-6.913818384165964,1.0950412552816158,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
45.1,21186,-62.3,-92.3,134.0,8.0,-5.754718402709209,5.557266963671979,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
44.0,21336,-62.6,-92.6,170.0,10.0,-1.7364817766693028,9.84807753012208,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
41.1,21758,-63.5,-93.5,229.0,13.0,9.811224542896037,8.528767376876594,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
36.2,22555,-59.8,-91.0,340.0,19.0,6.498382723187704,-17.85415979493226,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
33.1,23108,-57.3,-89.3,35.0,4.0,-2.294305745404184,-3.276608177155967,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
32.8,23165,-57.4,-89.3,40.0,2.0,-1.2855752193730785,-1.532088886237956,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
30.0,23730,-57.9,-89.9,25.0,4.0,-1.6904730469627978,-3.6252311481465997,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
27.1,24384,-57.2,-89.2,110.0,5.0,-4.698463103929543,1.7101007166283435,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
24.6,24994,-56.6,-88.7,355.0,1.0,0.08715574274765832,-0.9961946980917455,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
22.5,25548,-56.1,-88.1,300.0,11.0,9.526279441628825,-5.500000000000001,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
22.3,25603,-55.9,-88.0,295.0,12.0,10.875693444439797,-5.071419140888395,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
21.3,25908,-54.9,-87.4,325.0,20.0,11.47152872702093,-16.38304088577983,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
20.3,26213,-53.9,-86.9,335.0,17.0,7.184510449591887,-15.40723237962305,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
20.3,26205,-53.9,-86.9,335.0,17.0,7.184510449591887,-15.40723237962305,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
20.0,26300,-54.3,-87.3,325.0,11.0,6.309340799861511,-9.010672487178907,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
19.3,26518,-54.5,-87.5,330.0,11.0,5.500000000000005,-9.526279441628823,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
18.4,26834,-54.7,-87.7,340.0,10.0,3.420201433256686,-9.396926207859085,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
17.6,27117,-56.5,-88.5,350.0,10.0,1.736481776669304,-9.84807753012208,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
16.9,27376,-54.9,-86.9,358.0,9.0,0.3140954703225074,-8.994517443171862,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
16.8,27432,-54.0,-86.4,0.0,9.0,-0.0,-9.0,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
16.5,27530,-52.5,-85.5,2.0,13.0,-0.4536934571325126,-12.992080751248245,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
16.0,27737,-53.1,-86.1,5.0,23.0,-2.0045820831961376,-22.912478056110146,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
15.6,27891,-53.5,-86.5,20.0,20.0,-6.840402866513374,-18.79385241571817,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
15.2,28042,-52.7,-85.7,35.0,18.0,-10.324375854318829,-14.744736797201853,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
14.9,28188,-51.9,-84.9,33.0,16.0,-8.714224560240433,-13.418729087126785,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
14.5,28346,-51.8,-84.8,30.0,14.0,-6.999999999999999,-12.124355652982143,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
13.9,28651,-51.6,-84.6,45.0,12.0,-8.485281374238571,-8.485281374238571,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
13.2,28956,-51.4,-84.4,105.0,6.0,-5.79555495773441,1.552914270615125,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
12.9,29123,-51.3,-84.3,125.0,6.0,-4.91491226573395,3.441458618106277,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
12.2,29488,-48.1,-82.1,168.0,7.0,-1.4553818357243151,6.84703320513664,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
10.5,30480,-47.8,-82.5,285.0,9.0,8.693332436601615,-2.3293714059226827,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
10.0,30800,-47.7,-82.7,275.0,5.0,4.9809734904587275,-0.43577871373828947,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
9.6,31090,-48.1,-82.5,240.0,9.0,7.794228634059946,4.5000000000000036,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
9.3,31278,-48.3,-82.3,,,,,LZK,72340,2021-12-11 12:00:00,34.84,-92.26,173.0,12.6
