pressure[hPa],height[m],Temperature[degC],Dewpoint[degC],Relative Humidity[%],Environmental Mixing Ratio[g/kg],Wind Direction[deg],Wind Speed[kt],Theta[K],ThetaE[K],ThetaV[K],Parcel Temperature [degC],Saturation Mixing Ratio for the Parcel [unit-less],U Wind Component,V Wind Component,Parcel-Environment Temperature Difference [degC],Environmental Virtual Temperature [degC],Parcel Virtual Temperature [degC],CAPE [J/kg],CIN [J/kg],Temp Gradient [degC]
51.0,20422,-63.4,-75.4,18.0,0.03,150.0,25.0,490.6,490.8,490.6,-118.77392277094566,3.6697498564472045e-09,,,55.373922770945654,209.75383842499997,154.3760775746325,,,0.7999999999999972
50.0,20550,-62.5,-74.5,18.0,0.03,160.0,22.0,495.8,496.0,495.8,-119.63920382761702,2.941544275299896e-09,,,57.139203827617024,210.653854895,153.51079644783383,,,0.9499999999999993
48.6,20726,-61.5,-74.0,17.0,0.03,170.0,15.0,502.3,502.5,502.3,-120.86789992813465,2.1367455932889054e-09,,,59.36789992813465,211.653873195,152.28210027035206,,,0.8999999999999986
47.6,20855,-60.7,-73.7,17.0,0.04,164.0,14.0,507.1,507.4,507.1,-121.76359520650873,1.6852691168841493e-09,,,61.06359520650875,212.45518378,151.3864049491186,,,0.3500000000000014
46.3,21031,-60.8,-73.8,16.0,0.04,155.0,13.0,510.9,511.2,510.9,-122.94546890975428,1.2252153121460455e-09,,,62.14546890975427,212.35518133999997,150.20453120250573,,,-0.14999999999999858
44.0,21336,-61.0,-74.0,16.0,0.04,170.0,15.0,517.6,517.9,517.6,-125.07840466821884,6.778934961475417e-10,,,64.07840466821884,212.15517645999998,148.07159539301097,,,-0.15000000000000213
43.4,21429,-61.1,-74.1,16.0,0.04,153.0,13.0,519.7,520.0,519.7,-125.65559407171598,5.752264731756818e-10,,,64.555594071716,212.05517401999998,147.49440598003804,,,1.1499999999999986
42.0,21641,-58.7,-72.5,15.0,0.05,115.0,10.0,530.7,531.0,530.7,-127.01566606847665,3.8809422803691747e-10,,,68.31566606847667,214.456540725,146.1343339661188,,,1.5
41.6,21694,-58.1,-72.1,15.0,0.05,114.0,10.0,533.4,533.9,533.5,-127.41350845623707,3.45235989611406e-10,,,69.31350845623709,215.05655902499998,145.73649157445413,,,0.6000000000000014
40.3,21894,-57.5,-72.5,13.0,0.05,112.0,10.0,539.8,540.2,539.8,-128.7153748891531,2.3406579243102965e-10,,,71.21537488915311,215.656577325,144.4346251314693,,,-1.1999999999999993
33.6,23035,-60.5,-74.5,14.0,0.05,98.0,9.0,560.7,561.0,560.7,-135.57956335792545,2.5874481022675265e-11,,,75.07956335792545,212.65648582499998,137.57043664424586,,,0.10000000000000142
32.1,23321,-57.3,-72.3,13.0,0.07,95.0,8.0,576.6,577.1,576.6,-137.33516215257498,1.4008122974283064e-11,,,80.03516215257497,215.85921679499998,135.81483784858554,,,2.1000000000000014
30.0,23750,-56.3,-72.3,12.0,0.07,90.0,8.0,590.6,591.2,590.6,-139.87502146935392,5.550850853547169e-12,,,83.57502146935391,216.85925949499998,133.2749785310973,,,0.6999999999999993
28.9,23987,-55.9,-72.9,10.0,0.07,118.0,6.0,598.0,598.6,598.0,-141.27193085049134,3.2672001412683026e-12,,,85.37193085049134,217.25927657499997,131.87806914977148,,,-0.20000000000000284
27.1,24384,-56.7,-73.7,10.0,0.07,165.0,3.0,606.6,607.1,606.6,-143.61991642943985,1.295398701026768e-12,,,86.91991642943987,216.459242415,129.5300835706625,,,-0.8000000000000007
25.5,24779,-57.5,-74.5,10.0,0.06,128.0,2.0,615.2,615.8,615.2,-145.8060138963537,5.250380007423172e-13,,,88.3060138963537,215.65789278999998,127.34398610368704,,,1.6000000000000014
24.1,25138,-53.5,-73.5,7.0,0.08,95.0,2.0,636.8,637.5,636.8,-147.80456141591918,2.214379695590508e-13,,,94.30456141591918,219.66071892,125.34543858409772,,,2.6000000000000014
22.7,25524,-52.3,-73.3,6.0,0.08,60.0,1.0,651.3,652.1,651.4,-149.8860196995595,8.651222803713718e-14,,,97.5860196995595,220.86077747999997,123.26398030044697,,,0.3999999999999986
21.4,25908,-52.7,-74.2,6.0,0.08,25.0,1.0,661.4,662.1,661.4,-151.90393004262953,3.333813561118706e-14,,,99.20393004262954,220.46075796,121.24606995737292,,,-0.40000000000000213
20.0,26340,-53.1,-75.1,5.0,0.07,140.0,8.0,672.9,673.6,672.9,-154.1713403503471,1.082682096510946e-14,,,101.0713403503471,220.059396135,118.97865964965368,,,-0.14999999999999858
19.5,26518,-53.0,-75.6,5.0,0.07,175.0,14.0,678.6,679.3,678.6,-155.0216111501261,6.989913539280977e-15,,,102.02161115012609,220.15940040499999,118.12838884987438,,,0.10000000000000142
19.1,26637,-52.9,-75.9,5.0,0.07,178.0,12.0,682.4,683.1,682.4,-155.71428348845896,4.862170989000016e-15,,,102.81428348845895,220.25940467499998,117.43571651154136,,,1.4499999999999993
17.7,27127,-50.1,-76.0,3.0,0.07,190.0,5.0,706.0,706.7,706.0,-158.174895015864,1.2765576315222898e-15,,,108.074895015864,223.059524235,114.97510498413608,,,2.25
16.9,27432,-48.4,-76.1,3.0,0.07,180.0,11.0,721.0,721.8,721.1,-159.66038155019706,5.471413825262467e-16,,,111.26038155019705,224.759596825,113.48961844980298,,,1.75
16.1,27737,-46.6,-76.2,2.0,0.07,215.0,14.0,736.3,737.1,736.4,-161.19608585699712,2.2043996878300303e-16,,,114.59608585699712,226.559673685,111.95391414300289,,,1.5500000000000007
15.6,27966,-45.3,-76.3,2.0,0.08,264.0,23.0,748.0,748.8,748.0,-162.18996046289138,1.2008158978183357e-16,,,116.88996046289137,227.86111907999998,110.9600395371086,,,0.5500000000000007
15.4,28042,-45.5,-76.7,2.0,0.07,280.0,26.0,749.9,750.7,749.9,-162.59660990802297,9.323259463411807e-17,,,117.09660990802297,227.659720655,110.55339009197701,,,-0.7000000000000028
14.2,28592,-46.7,-79.7,1.0,0.05,282.0,27.0,763.6,764.2,763.7,-165.0591356199592,1.904192392373707e-17,,,118.3591356199592,226.456906725,108.09086438004078,,,2.1999999999999993
12.2,29611,-41.1,-69.1,3.0,0.28,286.0,28.0,817.2,820.5,817.4,-169.41103479467878,8.83823167064144e-19,,,128.3110347946788,232.08963414,103.7389652053212,,,2.150000000000002
10.7,30480,-42.4,-71.2,3.0,0.24,290.0,29.0,843.0,845.9,843.1,-173.0570755922174,4.9879361744714654e-20,,,130.65707559221738,230.78378179999996,100.09292440778259,,,-0.8000000000000007
10.4,30693,-42.7,-71.7,3.0,0.23,279.0,30.0,849.5,852.2,849.6,-173.85928737978767,2.539235829254565e-20,,,131.15928737978768,230.48233213499998,99.2907126202123,,,1.3499999999999979
10.1,30892,-39.7,-66.7,4.0,0.48,269.0,31.0,867.7,873.5,868.0,-174.67802496374034,1.2537376663745557e-20,,,134.97802496374035,233.51835415999997,98.47197503625964,,,1.9000000000000021
10.0,30960,-38.9,-66.9,4.0,0.47,265.0,31.0,873.2,878.9,873.4,-174.95672656165962,9.82038456896198e-21,,,136.05672656165962,234.31715947499995,98.19327343834036,,,0.45000000000000284
9.8,31090,-38.8,-66.8,4.0,0.49,275.0,31.0,878.4,884.3,878.7,-175.5181104157792,5.967308416440926e-21,,,136.7181104157792,234.42004721499995,97.63188958422077,,,0.10000000000000142
