pressure[hPa],height[m],Temperature[degC],Dewpoint[degC],Relative Humidity[%],Environmental Mixing Ratio[g/kg],Wind Direction[deg],Wind Speed[kt],Theta[K],ThetaE[K],ThetaV[K],Parcel Temperature [degC],Saturation Mixing Ratio for the Parcel [unit-less],U Wind Component,V Wind Component,Parcel-Environment Temperature Difference [degC],Environmental Virtual Temperature [degC],Parcel Virtual Temperature [degC],CAPE [J/kg],CIN [J/kg]
68.9,18596,-64.3,-73.3,28,0.03,250.0,15.0,448.5,448.7,448.5,-129.75159096296412,9.730245320227026e-11,,,-65.4515909629641,208.85382195499997,143.3984090455472,,
65.6,18898,-64.4,-73.4,28,0.03,265.0,18.0,454.6,454.8,454.6,-131.71489341823573,5.2591789985406016e-11,,,-67.31489341823573,208.75382012499998,141.43510658630163,,
64.2,19027,-64.5,-73.5,28,0.03,254.0,11.0,457.2,457.4,457.2,-132.57773206352329,3.9834173973469144e-11,,,-68.07773206352329,208.65381829499998,140.57226793989244,,
63.1,19132,-62.7,-72.7,25,0.03,246.0,5.0,463.4,463.7,463.4,-133.2662345006475,3.180848821455099e-11,,,-70.56623450064751,210.453851235,139.88376550206667,,
62.4,19202,-63.0,-73.0,25,0.03,240.0,1.0,464.2,464.4,464.2,-133.70982697587635,2.7472488499419357e-11,,,-70.70982697587635,210.15384574499998,139.44017302646037,,
61.0,19340,-63.7,-73.7,24,0.03,222.0,2.0,465.7,465.9,465.7,-134.6041193663852,2.0369453788897418e-11,,,-70.9041193663852,209.453832935,138.54588063533626,,
60.1,19431,-62.3,-72.3,25,0.04,210.0,3.0,470.8,471.1,470.8,-135.18844436966313,1.6705556781705285e-11,,,-72.88844436966312,210.85514474,137.96155563174273,,
57.5,19702,-64.1,-74.1,24,0.03,174.0,5.0,472.8,472.9,472.8,-136.8945469427317,9.24623272865552e-12,,,-72.7945469427317,209.053825615,136.25545305803678,,
55.5,19919,-62.5,-72.5,25,0.04,145.0,6.0,481.2,481.5,481.2,-138.24931274171308,5.6979494694658055e-12,,,-75.74931274171308,210.65513986,134.90068725875577,,
50.0,20560,-63.1,-73.1,25,0.04,60.0,11.0,494.4,494.6,494.4,-142.07079678778751,1.3556181413769131e-12,,,-78.97079678778752,210.05512521999998,131.07920321232086,,
49.0,20684,-63.7,-73.7,24,0.04,73.0,11.0,495.8,496.1,495.8,-142.82019382534168,1.0087492169171516e-12,,,-79.12019382534169,209.45511058,130.32980617473848,,
47.0,20941,-61.3,-71.3,25,0.05,99.0,11.0,507.5,507.9,507.5,-144.3408318587044,5.460823576418339e-13,,,-83.0408318587044,211.85646142499996,128.80916814133846,,
44.2,21321,-63.5,-73.5,25,0.04,138.0,11.0,511.1,511.4,511.1,-146.53442021752804,2.1758289449283785e-13,,,-83.03442021752804,209.65511546,126.61557978248875,,
44.1,21336,-63.5,-73.5,25,0.04,140.0,11.0,511.6,511.9,511.6,-146.61630685962808,2.1004896604660378e-13,,,-83.11630685962808,209.65511546,126.53369314038811,,
32.6,23216,-57.9,-68.9,23,0.11,89.0,9.0,572.5,573.3,572.5,-156.0485202767501,2.3620615957827824e-15,,,-98.1485202767501,215.264443275,117.10147972325002,,
30.0,23740,-58.3,-69.3,23,0.11,75.0,9.0,585.1,586.0,585.2,-158.718243963882,5.451803264780022e-16,,,-100.41824396388199,214.86441643499998,114.431756036118,,
27.1,24384,-57.2,-68.8,22,0.13,45.0,11.0,605.4,606.6,605.5,-161.88031403522368,8.449241969015176e-17,,,-104.68031403522369,215.96712483499996,111.2696859647763,,
25.8,24689,-56.7,-68.5,21,0.15,60.0,16.0,615.3,616.5,615.4,-163.40611929512335,3.25108690663764e-17,,,-106.70611929512336,216.46980517499998,109.74388070487663,,
24.9,24919,-56.3,-68.3,21,0.16,51.0,15.0,622.9,624.2,622.9,-164.50045684361422,1.6005413671026888e-17,,,-108.2004568436142,216.87116455999995,108.64954315638576,,
20.7,26106,-51.7,-65.7,17,0.27,4.0,8.0,670.5,673.0,670.6,-169.73918703612551,4.0229894444216934e-19,,,-118.03918703612553,221.48647281499998,103.41081296387446,,
20.0,26330,-51.3,-65.3,17,0.29,355.0,7.0,678.4,681.1,678.5,-170.738822904461,1.8682868798464036e-19,,,-119.43882290446098,221.88924526499997,102.41117709553899,,
18.6,26822,-50.6,-65.1,16,0.33,275.0,11.0,695.2,698.2,695.3,-172.78806647801613,3.6199865335138686e-20,,,-122.18806647801614,222.594799315,100.36193352198384,,
17.7,27127,-50.2,-64.9,16,0.35,25.0,12.0,705.8,709.1,705.9,-174.17624962867845,1.1248141052884415e-20,,,-123.97624962867846,222.997599825,98.97375037132153,,
16.9,27432,-49.8,-64.8,16,0.37,50.0,11.0,716.6,720.2,716.7,-175.4549975232727,3.669547130115936e-21,,,-125.6549975232727,223.40041009499998,97.69500247672727,,
16.1,27737,-49.4,-64.7,15,0.4,160.0,1.0,727.5,731.4,727.7,-176.77697426533737,1.100479946215099e-21,,,-127.37697426533737,223.80459499999995,96.3730257346626,,
14.7,28346,-48.6,-64.4,14,0.45,270.0,16.0,749.8,754.4,750.0,-179.17252756395578,1.0918545647170146e-22,,,-130.5725275639558,224.61163897499998,93.9774724360442,,
14.2,28571,-48.3,-64.3,14,0.47,259.0,15.0,758.2,763.1,758.5,-180.08627172300478,4.3114871179006146e-23,,,-131.78627172300477,224.91446449499995,93.06372827699519,,
14.0,28651,-47.2,-63.2,14,0.55,255.0,14.0,764.6,770.3,764.8,-180.46096015260326,2.921747008818756e-23,,,-133.26096015260327,226.025806225,92.68903984739671,,
13.8,28760,-45.7,-61.7,15,0.69,260.0,15.0,773.3,780.4,773.6,-180.8394711719004,1.962606142851436e-23,,,-135.13947117190042,227.54573370499998,92.31052882809956,,
12.8,29261,-45.8,-62.3,14,0.68,285.0,22.0,789.7,796.9,790.1,-182.75161403332893,2.436888585848482e-24,,,-136.95161403332892,227.44430477999995,90.39838596667104,,
11.9,29747,-45.9,-62.9,13,0.68,277.0,28.0,806.0,813.4,806.4,-184.56855743901798,2.952060004746906e-25,,,-138.66855743901797,227.34426329999997,88.581442560982,,
11.7,29870,-45.3,-62.3,13,0.75,275.0,30.0,812.3,820.5,812.7,-184.99413034093973,1.7653855244828645e-25,,,-139.69413034093972,227.95424137499995,88.15586965906024,,
10.7,30480,-42.4,-59.4,14,1.19,275.0,28.0,844.2,857.5,844.9,-187.14797092664395,1.1611765189682109e-26,,,-144.74797092664394,230.91750142499995,86.00202907335603,,
10.0,30920,-40.3,-57.3,14,1.66,270.0,29.0,868.0,886.8,868.8,-188.75628604382356,1.3185123458236314e-27,,,-148.45628604382355,233.08578390999995,84.39371395617641,,
9.8,31058,-39.7,-57.7,13,1.61,271.0,29.0,875.2,893.7,876.1,-189.23877600209892,6.688677520019387e-28,,,-149.53877600209893,233.67927124500002,83.91122399790106,,
8.9,31699,-40.1,-58.1,13,1.69,275.0,29.0,897.5,917.4,898.4,-191.44162472543596,2.570153576980163e-29,,,-151.34162472543596,233.29025124499998,81.70837527456402,,
